1	5	56
2	15	55
3	32	54
4	44	53
5	48	52
6	50	51
7	50	50
8	49	49
9	48	48
10	47	47
11	46	46
12	45	45
13	44	44
14	43	43
15	42	42
16	41	41
17	40	40
18	39	39
19	38	38
20	37	37
21	36	36
22	35	35
23	34	34
24	33	33
25	32	32
26	31	31
27	30	30
28	29	29
29	28	28
30	27	27
31	26	26
32	25	25
33	24	24
34	23	23
35	22	22
36	21	21
37	20	20
38	19	19
39	18	18
40	17	17
41	16	16
42	15	15
43	14	14
44	13	13
45	12	12
46	11	11
47	10	10
48	9	9
49	8	8
50	7	7
51	6	6
52	5	5
53	4	4
54	3	3
55	2	2
56	1	1
